lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000228010	ENSG00000089280	0.1976683	0.009555543	0.284849	0.007855056	0.2090987	0.05478984
ENSG00000261799	ENSG00000089280	0.4909973	9.231158e-12	0.5510532	3.845129e-08	0.7278514	2.989472e-15
ENSG00000259605	ENSG00000089280	0.2089084	0.00610444	0.1713387	0.1147109	0.3515608	0.0009695146
ENSG00000259820	ENSG00000089280	0.4780005	3.805027e-11	0.192792	0.07533123	0.3750199	0.000405758
ENSG00000260891	ENSG00000089280	0.3146416	2.774286e-05	0.1142452	0.2949163	0.0244904	0.8239398
ENSG00000267121	ENSG00000089280	0.4178443	1.298616e-08	0.4866402	2.026112e-06	0.3507229	0.0009989477
ENSG00000263011	ENSG00000089280	0.1284684	0.09401919	0.06079008	0.5782044	0.01366473	0.9012179
ENSG00000260552	ENSG00000089280	0.2879779	0.0001337702	0.1464646	0.1784151	0.276578	0.01039632
ENSG00000251600	ENSG00000089280	0.0538345	0.4843512	0.03669692	0.7372884	0.2661032	0.01383257
ENSG00000225855	ENSG00000089280	0.4187706	1.197031e-08	0.2916987	0.006429118	0.2893068	0.007242768
ENSG00000238287	ENSG00000089280	0.1281409	0.09486745	0.1272824	0.2428661	0.2129591	0.05036808
ENSG00000268471	ENSG00000089280	0.4868782	1.455486e-11	0.5523567	3.517557e-08	0.495691	1.410055e-06
ENSG00000249898	ENSG00000089280	0.4023525	4.8922e-08	0.6666326	2.446602e-12	0.504249	8.644947e-07
ENSG00000259974	ENSG00000089280	-0.03763091	0.6250882	-0.2894084	0.006878143	-0.2786365	0.009816666
ENSG00000232233	ENSG00000089280	0.2085681	0.006189857	0.2404504	0.02574462	-0.08164439	0.4575905
ENSG00000254602	ENSG00000089280	0.3341565	7.944008e-06	0.01080225	0.9213662	0.5173107	3.991328e-07
ENSG00000261054	ENSG00000089280	0.007913672	0.9181794	0.1665607	0.1253385	0.03152963	0.7745289
ENSG00000263327	ENSG00000089280	0.5358404	4.284076e-14	0.4270458	4.122509e-05	0.3532102	0.0009138699
ENSG00000238197	ENSG00000089280	0.4893695	1.105909e-11	0.3247471	0.002283472	0.5208541	3.218266e-07
ENSG00000234869	ENSG00000089280	0.3859043	1.861243e-07	0.03287305	0.7638168	0.3981744	0.0001606854
ENSG00000163597	ENSG00000089280	0.4721176	7.085833e-11	0.1906821	0.07864354	0.4074373	0.0001087887
ENSG00000260285	ENSG00000089280	0.4431085	1.286413e-09	0.3779279	0.0003338719	0.5224115	2.925452e-07
ENSG00000241472	ENSG00000089280	0.4970629	4.668806e-12	0.3215316	0.002538435	0.4812553	3.125047e-06
ENSG00000258001	ENSG00000089280	0.2160358	0.004541076	0.02865058	0.7934291	0.09238881	0.4003639
ENSG00000261553	ENSG00000089280	0.1285343	0.09384939	0.3723722	0.0004146564	0.1825547	0.09447801
ENSG00000263126	ENSG00000089280	0.6084264	1.077854e-18	0.3871668	0.0002308526	0.3342337	0.001770289
ENSG00000224271	ENSG00000089280	0.2220555	0.003511703	0.1638	0.1318135	0.4460915	1.878749e-05
ENSG00000229127	ENSG00000089280	0.5876853	2.917095e-17	0.507724	6.04857e-07	0.536851	1.180422e-07
ENSG00000203280	ENSG00000089280	-0.2167091	0.004413802	0.03741041	0.7323712	-0.2765321	0.01040959
ENSG00000253641	ENSG00000089280	-0.009347975	0.9034164	0.01275842	0.9071848	0.02630984	0.8110943
ENSG00000230513	ENSG00000089280	0.2058648	0.006907251	0.03316292	0.7617958	0.09391257	0.3926049
ENSG00000258086	ENSG00000089280	0.2735697	0.000294076	0.3163314	0.003005202	0.3233139	0.002543004
ENSG00000255434	ENSG00000089280	0.2929454	0.0001009433	0.2944146	0.005930389	0.1976929	0.06973991
ENSG00000250397	ENSG00000089280	0.2805073	0.0002023269	0.409051	9.214079e-05	0.5722082	1.059042e-08
ENSG00000237753	ENSG00000089280	0.2502711	0.0009619868	0.4193999	5.834394e-05	0.1700747	0.1196711
ENSG00000232710	ENSG00000089280	-0.06145889	0.4245573	-0.2543224	0.01812906	-0.1193419	0.2766481
ENSG00000130600	ENSG00000089280	0.0548036	0.4765088	-0.04614856	0.6730786	0.2653377	0.01411845
ENSG00000246145	ENSG00000089280	0.06913287	0.3689327	-0.1001438	0.3589252	-0.08448524	0.4420368
ENSG00000231889	ENSG00000089280	0.5295546	9.548275e-14	0.6550806	7.767405e-12	0.6761261	1.243143e-12
ENSG00000259209	ENSG00000089280	0.4447317	1.101561e-09	0.5241679	2.223406e-07	0.5054522	8.061625e-07
ENSG00000177993	ENSG00000089280	-0.07984147	0.2992407	-0.06879028	0.5291225	-0.003807134	0.9724143
ENSG00000170919	ENSG00000089280	0.3332314	8.445663e-06	0.5562504	2.689909e-08	0.4767215	3.982902e-06
ENSG00000260464	ENSG00000089280	0.4473858	8.532691e-10	0.3504578	0.0009395424	0.321483	0.002698791
ENSG00000260917	ENSG00000089280	0.3837725	2.201548e-07	0.5462811	5.309898e-08	0.5776869	7.102715e-09
ENSG00000253428	ENSG00000089280	0.02578003	0.7378509	-0.09709646	0.3738078	0.07912054	0.4716578
ENSG00000257621	ENSG00000089280	0.5767865	1.504768e-16	0.5220354	2.539119e-07	0.5259367	2.353147e-07
ENSG00000224992	ENSG00000089280	0.3828551	2.365649e-07	0.2856869	0.007666863	0.382626	0.0003015608
ENSG00000260528	ENSG00000089280	0.2716755	0.0003251346	0.2867031	0.00744396	0.02818357	0.7979175
ENSG00000267213	ENSG00000089280	0.3714195	5.691605e-07	0.1550847	0.1539279	0.0600227	0.5852854
ENSG00000261012	ENSG00000089280	-0.4055042	3.755566e-08	-0.3000816	0.004998598	-0.4399768	2.516354e-05
ENSG00000231636	ENSG00000089280	0.04608468	0.5494841	0.1895178	0.08052048	0.02677685	0.807805
ENSG00000268362	ENSG00000089280	0.2636357	0.0004939006	0.1535925	0.157977	0.3228477	0.002581887
ENSG00000249669	ENSG00000089280	0.1987076	0.009176328	-0.01707495	0.8760008	0.1884105	0.08419613
ENSG00000227392	ENSG00000089280	0.1558121	0.04184999	0.289545	0.006850594	0.1837486	0.09230531
ENSG00000248787	ENSG00000089280	0.1354331	0.07736654	0.1742929	0.1084971	0.3032274	0.004787911
ENSG00000213373	ENSG00000089280	0.169101	0.02703507	0.07799814	0.4753329	0.2136113	0.04965089
ENSG00000239653	ENSG00000089280	0.2922739	0.000104891	0.274239	0.01061384	0.3880061	0.0002433866
ENSG00000223834	ENSG00000089280	0.1168583	0.127976	0.4492692	1.430887e-05	0.3800144	0.000334183
ENSG00000241288	ENSG00000089280	0.296706	8.128283e-05	0.3541684	0.0008213464	0.4683578	6.174836e-06
ENSG00000226696	ENSG00000089280	0.6697346	1.306236e-23	0.4685387	5.374413e-06	0.5879869	3.284631e-09
ENSG00000263412	ENSG00000089280	0.2449293	0.001243557	0.4679293	5.548553e-06	0.1750059	0.1091613
ENSG00000243795	ENSG00000089280	0.2630782	0.0005081862	0.3905877	0.0002008133	0.4130553	8.538956e-05
ENSG00000234155	ENSG00000089280	0.1774472	0.02024039	-0.04041426	0.71179	-0.02596561	0.8135209
ENSG00000180769	ENSG00000089280	0.5166533	4.701045e-13	0.3534687	0.0008425405	0.3143864	0.003386681
ENSG00000215039	ENSG00000089280	0.6081137	1.134845e-18	0.3100295	0.00367295	0.6677898	2.936412e-12
ENSG00000228544	ENSG00000089280	0.2924293	0.0001039648	0.09990496	0.3600784	0.4853107	2.508118e-06
ENSG00000227107	ENSG00000089280	0.5817837	7.146131e-17	0.3873549	0.0002290983	0.1418881	0.1952032
ENSG00000227906	ENSG00000089280	0.2662435	0.0004318759	0.1948369	0.07222873	0.03636304	0.7411007
ENSG00000268388	ENSG00000196968	0.3998266	6.035048e-08	0.6929622	1.437916e-13	0.1150948	0.2942239
ENSG00000130600	ENSG00000196371	0.05867665	0.4458654	-0.06693582	0.540312	0.06992843	0.5248145
ENSG00000268205	ENSG00000114416	0.3206354	1.906811e-05	0.3356533	0.00158114	0.2757743	0.01063065
ENSG00000263731	ENSG00000114416	0.2640624	0.0004832205	0.5387793	8.731397e-08	0.2121498	0.05126996
ENSG00000270820	ENSG00000114416	0.5213555	2.650081e-13	0.3006078	0.004919055	0.186594	0.08728581
ENSG00000234771	ENSG00000114416	0.2394483	0.001609154	0.01723794	0.8748267	0.2944378	0.006232225
ENSG00000179818	ENSG00000114416	0.4009469	5.499661e-08	0.3857191	0.000244769	0.1723117	0.1148109
ENSG00000215417	ENSG00000114416	0.1055512	0.1694485	0.1214765	0.2652043	0.1393081	0.2035328
ENSG00000249249	ENSG00000114416	0.2382682	0.001699704	0.2654786	0.01349533	0.05049283	0.6462908
ENSG00000258017	ENSG00000114416	0.418583	1.216964e-08	0.4857872	2.124105e-06	0.2628837	0.01506973
ENSG00000260196	ENSG00000114416	0.3247928	1.463199e-05	0.1550668	0.1539761	0.1172669	0.2851454
ENSG00000239828	ENSG00000114416	0.4254294	6.616594e-09	0.3023461	0.004664224	0.1508316	0.1682324
ENSG00000213904	ENSG00000114416	-0.0708211	0.3573273	-0.1505253	0.1665471	0.1407615	0.1988099
ENSG00000267532	ENSG00000114416	-0.00323569	0.9664972	-0.02017429	0.8537234	-0.07868308	0.4741197
ENSG00000247556	ENSG00000114416	0.5114482	8.776703e-13	0.365813	0.0005329156	0.3797396	0.0003377978
ENSG00000230262	ENSG00000114416	0.2187056	0.004055073	0.3611472	0.0006350143	0.3267762	0.00227032
ENSG00000258667	ENSG00000114416	0.4448453	1.089633e-09	0.0981556	0.3685933	0.3279686	0.002182682
ENSG00000249252	ENSG00000114416	0.1932767	0.01131516	0.5551456	2.903652e-08	0.3158346	0.003234759
ENSG00000225470	ENSG00000114416	0.3389652	5.75975e-06	0.3319887	0.001791637	0.1854251	0.08932101
ENSG00000224046	ENSG00000114416	0.1541651	0.0440898	0.2731368	0.01094399	-0.06787863	0.5370655
ENSG00000242375	ENSG00000114416	0.331449	9.498065e-06	0.3782897	0.0003291494	0.376611	0.0003815603
ENSG00000259820	ENSG00000114416	0.2873168	0.0001388241	0.1693502	0.119046	0.1296273	0.2370448
ENSG00000228352	ENSG00000114416	0.2321146	0.002251639	0.3491972	0.000983091	0.2271118	0.03659423
ENSG00000267858	ENSG00000114416	0.3102264	3.638275e-05	0.2388493	0.02677747	0.2112172	0.05232548
ENSG00000228544	ENSG00000114416	0.3555114	1.827391e-06	0.1520076	0.1623634	0.4124454	8.768282e-05
ENSG00000254873	ENSG00000114416	0.1612023	0.03517582	0.2483189	0.02114685	0.2798436	0.009490085
ENSG00000271452	ENSG00000114416	0.2662723	0.0004312342	0.2039286	0.05965634	0.4335679	3.397763e-05
ENSG00000254101	ENSG00000114416	0.2921431	0.0001056766	0.1585557	0.1448103	0.2933194	0.006441202
ENSG00000197085	ENSG00000114416	0.1855149	0.01512993	0.1611967	0.1381495	0.3037173	0.004716965
ENSG00000246662	ENSG00000114416	-0.02401534	0.7552055	-0.07890462	0.4702017	-0.1884479	0.08413347
ENSG00000228223	ENSG00000114416	0.04937401	0.5213247	0.2615534	0.0149925	0.06641669	0.5458884
ENSG00000232811	ENSG00000114416	0.3382064	6.061668e-06	0.3252415	0.002246386	0.3537334	0.0008968334
ENSG00000231999	ENSG00000114416	0.1886176	0.01348783	0.1900976	0.07958138	0.1644689	0.1325452
ENSG00000230551	ENSG00000114416	0.4196629	1.106436e-08	0.3347389	0.00163146	0.2959178	0.005964921
ENSG00000260257	ENSG00000114416	0.3003766	6.560171e-05	0.1349444	0.2154247	0.2160976	0.04699339
ENSG00000251562	ENSG00000114416	0.2965213	8.215795e-05	0.1187926	0.2759865	0.1745718	0.1100567
ENSG00000224897	ENSG00000114416	0.3531898	2.155281e-06	0.2333464	0.03059931	0.309131	0.003993001
ENSG00000257354	ENSG00000114416	0.3989463	6.490476e-08	0.3144594	0.003191187	0.1490416	0.1733977
ENSG00000270681	ENSG00000114416	0.0292358	0.7042537	0.261764	0.01490867	0.2360331	0.02965077
ENSG00000234741	ENSG00000114416	0.4845948	1.868534e-11	0.3037449	0.004467758	0.2263865	0.03721402
ENSG00000224020	ENSG00000114416	0.2074596	0.00647558	0.3366966	0.001525447	0.3263967	0.002298863
ENSG00000226330	ENSG00000114416	0.329881	1.052544e-05	0.2949728	0.005832243	0.2585364	0.01689128
ENSG00000230825	ENSG00000114416	0.2567244	0.0007002712	0.3219625	0.002502848	0.3957614	0.00017754
ENSG00000260032	ENSG00000114416	0.5537618	3.970472e-15	0.3713391	0.0004315231	0.5739018	9.36748e-09
ENSG00000225733	ENSG00000114416	0.5618956	1.286056e-15	0.5701717	1.001717e-08	0.6347868	6.847109e-11
ENSG00000228526	ENSG00000114416	0.3803622	2.87287e-07	0.1575608	0.147381	0.1508811	0.1680911
ENSG00000268388	ENSG00000114416	-0.03105073	0.6868305	0.5245554	2.17018e-07	0.1446028	0.1867069
ENSG00000242125	ENSG00000129245	0.2199103	0.003851519	0.4015159	0.0001273283	0.4146702	7.958406e-05
ENSG00000260260	ENSG00000129245	-0.005197428	0.9462098	0.1153296	0.2903267	0.009611454	0.9304305
ENSG00000242375	ENSG00000129245	0.2650885	0.0004583997	0.3657558	0.0005340701	0.2606374	0.01598852
ENSG00000245694	ENSG00000129245	0.2500886	0.0009705466	0.4887223	1.804522e-06	0.1483894	0.1753084
ENSG00000163597	ENSG00000129245	0.4248857	6.94809e-09	0.3480176	0.001025494	0.241674	0.02586217
ENSG00000269940	ENSG00000129245	0.229799	0.002498362	0.2389892	0.02668586	0.2471914	0.02256225
ENSG00000258667	ENSG00000129245	0.2104371	0.00573353	0.1847305	0.08861666	0.4701678	5.621334e-06
ENSG00000260032	ENSG00000129245	0.4106662	2.421117e-08	0.3203296	0.002640122	0.4021275	0.0001362361
ENSG00000254635	ENSG00000129245	0.4120515	2.149299e-08	0.4938118	1.355203e-06	0.2779	0.01002072
ENSG00000197989	ENSG00000129245	0.2099994	0.005837611	0.4274077	4.054453e-05	0.2823285	0.008847588
ENSG00000234912	ENSG00000129245	0.2374188	0.001767727	0.4836089	2.395008e-06	0.2023723	0.06325083
ENSG00000233098	ENSG00000129245	0.06773855	0.3786908	0.1945638	0.07263699	-0.05198423	0.636574
ENSG00000260196	ENSG00000129245	0.1654498	0.03057234	0.2558296	0.01743239	0.0798426	0.4676095
ENSG00000268205	ENSG00000129245	0.2700289	0.0003545754	0.3283323	0.002026548	0.2321171	0.03254796
ENSG00000232811	ENSG00000129245	0.1947586	0.0106919	0.1332329	0.2213555	0.1606341	0.1419412
ENSG00000214719	ENSG00000129245	0.3132935	3.015078e-05	0.4592104	8.698008e-06	0.1132114	0.3022481
ENSG00000226330	ENSG00000129245	0.1744607	0.0224795	0.2854827	0.00771236	0.126098	0.2501646
ENSG00000263731	ENSG00000129245	0.1431852	0.06172103	0.3113248	0.003525772	0.09506599	0.3867917
ENSG00000255717	ENSG00000129245	0.2815464	0.0001911434	0.2954251	0.005753754	0.1589038	0.1463414
ENSG00000224046	ENSG00000129245	-0.01482571	0.8473819	0.1530449	0.1594824	0.09663336	0.3789754
ENSG00000261824	ENSG00000129245	0.2255683	0.003013271	0.4524743	1.220794e-05	0.2497332	0.02116731
ENSG00000245694	ENSG00000122068	0.2719532	0.0003203981	0.4297086	3.645648e-05	0.2631248	0.01497387
ENSG00000245694	ENSG00000164930	0.3819165	2.545639e-07	0.4545072	1.102906e-05	0.2372421	0.02880156
ENSG00000268388	ENSG00000155760	0.335742	7.149204e-06	0.9174655	2.22956e-35	0.1651671	0.1308868
ENSG00000251562	ENSG00000155760	0.3696935	6.479249e-07	0.06991966	0.5223653	0.128019	0.2429629
ENSG00000268388	ENSG00000177283	0.1991603	0.009015338	0.02584005	0.8133057	0.02340255	0.8316426
ENSG00000251562	ENSG00000177283	0.2355101	0.00192972	0.1365	0.2101326	0.2409758	0.02630757
ENSG00000245694	ENSG00000123689	-0.04151914	0.5897602	-0.04041137	0.7118097	0.006619703	0.952054
ENSG00000251562	ENSG00000160211	0.1270851	0.09764352	0.1952409	0.07162811	0.209626	0.05416775
ENSG00000245694	ENSG00000171298	0.2420881	0.001422327	0.3021746	0.004688836	0.2998942	0.00529628
ENSG00000268388	ENSG00000109458	0.1832437	0.01644006	0.332403	0.001766633	0.07735538	0.4816338
ENSG00000245694	ENSG00000139112	0.0444588	0.5636722	0.02858528	0.7938895	-0.0649979	0.5545179
ENSG00000251562	ENSG00000104064	0.3594467	1.377332e-06	0.2970245	0.005483698	0.3777628	0.0003648779
ENSG00000245694	ENSG00000102287	0.1560669	0.04151214	0.16691	0.1245369	0.1165178	0.288255
ENSG00000251562	ENSG00000099860	-0.04170513	0.5880934	-0.0871725	0.4248148	-0.09770881	0.3736679
ENSG00000268388	ENSG00000141012	0.1292871	0.09192509	0.9443574	2.503078e-42	0.1718012	0.1159064
ENSG00000245532	ENSG00000141012	0.2926953	0.0001023973	-0.04207376	0.7005064	0.1829243	0.09380105
ENSG00000268388	ENSG00000141429	-0.00498818	0.9483723	0.2282898	0.03450703	-0.02518178	0.8190529
ENSG00000251562	ENSG00000178234	0.3093252	3.843273e-05	0.2056549	0.05748346	0.3195962	0.002868229
ENSG00000268388	ENSG00000178234	0.07294094	0.3430815	0.1539822	0.1569118	0.001907391	0.9861774
ENSG00000245694	ENSG00000110328	0.09502718	0.216337	0.0211247	0.8469141	0.0868107	0.4295291
ENSG00000251562	ENSG00000261609	0.4721702	7.04692e-11	0.250204	0.02015605	0.3848504	0.0002761114
ENSG00000245532	ENSG00000261609	0.3905972	1.280682e-07	0.2612432	0.01511673	0.4744963	4.480765e-06
ENSG00000268388	ENSG00000089597	-0.02059071	0.7892291	0.1321652	0.2251129	0.0735393	0.5035805
ENSG00000251562	ENSG00000089597	0.1541548	0.04410418	0.2069173	0.05593581	0.2872211	0.007693156
ENSG00000245694	ENSG00000172020	-0.0100912	0.8957792	0.4837232	2.380016e-06	0.01720148	0.8758334
ENSG00000268388	ENSG00000109534	-0.0529139	0.4918649	0.6458457	1.88803e-11	0.3391683	0.001496508
ENSG00000245694	ENSG00000159131	0.1930864	0.01139749	0.1819275	0.09364819	0.1158782	0.2909277
ENSG00000268388	ENSG00000159131	0.05658551	0.4622703	0.2197961	0.04201037	0.1296811	0.2368485
ENSG00000245532	ENSG00000159131	0.136217	0.07565172	0.01269899	0.9076153	0.2003123	0.06604453
ENSG00000245694	ENSG00000139354	0.2626509	0.000519394	0.5401149	7.998547e-08	0.2365767	0.02926638
ENSG00000245694	ENSG00000007237	-0.02851149	0.7112508	0.4640621	6.783239e-06	0.2196153	0.04343522
ENSG00000234608	ENSG00000179348	0.290563	0.0001156126	0.2224101	0.03956899	0.1693504	0.1212783
ENSG00000197989	ENSG00000179348	0.4653256	1.43163e-10	0.5407196	7.686331e-08	0.2007888	0.06538953
ENSG00000249859	ENSG00000179348	0.1346392	0.07913526	0.3924122	0.000186309	0.1623703	0.1376269
ENSG00000186615	ENSG00000179348	0.1799163	0.01853756	0.04934848	0.6518329	0.08674631	0.4298727
ENSG00000247095	ENSG00000141448	0.02126904	0.7824559	0.09583028	0.3801003	0.1941582	0.07498907
ENSG00000228817	ENSG00000141448	0.1581305	0.03885944	0.07113606	0.5151364	0.3107531	0.003796274
ENSG00000255717	ENSG00000141448	0.1109752	0.1484545	0.1527761	0.1602253	0.394855	0.0001842813
ENSG00000186615	ENSG00000141448	0.05843151	0.4477714	-0.01710452	0.8757878	0.1787162	0.1017371
ENSG00000245694	ENSG00000141448	-0.05248529	0.4953842	0.1151448	0.2911053	0.1227166	0.2631937
ENSG00000196668	ENSG00000141448	0.09113135	0.2358495	0.2258015	0.03657875	0.1019353	0.3532505
ENSG00000180769	ENSG00000141448	0.06606671	0.3905965	0.1960118	0.07049316	0.1741989	0.1108304
ENSG00000255198	ENSG00000141448	-0.09271316	0.2277831	-0.2601312	0.01556938	-0.009781742	0.9292011
ENSG00000223546	ENSG00000141448	0.2317742	0.002286455	0.2350057	0.02940124	0.3344026	0.00176022
ENSG00000178977	ENSG00000141448	-0.113999	0.137639	-0.08975378	0.4111776	-0.1295444	0.2373474
ENSG00000254389	ENSG00000141448	-0.0406633	0.5974577	0.05782545	0.5969116	0.1259186	0.2508446
ENSG00000224843	ENSG00000141448	0.1637457	0.03235369	0.2676263	0.01273238	0.1609297	0.1411995
ENSG00000234608	ENSG00000141448	-0.06226852	0.4184693	0.1496558	0.169038	0.2429831	0.02504423
ENSG00000249859	ENSG00000141448	-0.07443491	0.3332609	0.05915755	0.5884724	0.2041949	0.06085982
ENSG00000177410	ENSG00000141448	-0.05658857	0.4622461	0.04896915	0.6543374	0.1594183	0.1450226
ENSG00000247092	ENSG00000141448	0.08766101	0.2542426	0.01031674	0.9248899	0.2029826	0.06244195
ENSG00000229140	ENSG00000141448	-0.02968842	0.6998937	-0.1670991	0.1241046	-0.1183387	0.2807347
ENSG00000240498	ENSG00000141448	0.06384822	0.4067384	0.1648714	0.129271	0.2356521	0.02992272
ENSG00000250579	ENSG00000141448	0.07240897	0.3466222	0.1426934	0.1899799	0.1372997	0.2101903
ENSG00000232118	ENSG00000141448	0.09167463	0.2330568	0.1376411	0.2063097	0.2312082	0.03325336
ENSG00000259974	ENSG00000141448	0.07275772	0.3442984	-0.02753504	0.8013034	-0.08462061	0.4413031
ENSG00000226950	ENSG00000141448	-0.1389084	0.0699963	0.0385469	0.7245613	0.1166602	0.2876621
ENSG00000251562	ENSG00000157259	0.2916258	0.0001088378	0.09582036	0.3801498	0.2363127	0.0294525
ENSG00000245694	ENSG00000167491	0.2233264	0.00332339	0.4905773	1.62655e-06	0.1106898	0.3132133
ENSG00000245694	ENSG00000114480	0.0568082	0.4605076	0.09067471	0.4063747	0.0674489	0.5396516
ENSG00000268388	ENSG00000107862	0.1556384	0.04208161	0.1329428	0.2223718	-0.09340382	0.3951854
ENSG00000245694	ENSG00000148288	0.3353393	7.343585e-06	0.3878748	0.0002243145	0.03869913	0.7251102
ENSG00000251562	ENSG00000162645	0.08429742	0.2729917	-0.01550212	0.8873442	0.1757525	0.1076346
ENSG00000268388	ENSG00000162645	-0.02118455	0.7832987	0.09349017	0.3918967	0.04166869	0.7049532
ENSG00000251562	ENSG00000213512	0.06767849	0.3791146	-0.003707526	0.9729735	0.04244158	0.6997394
ENSG00000268388	ENSG00000115271	0.1446893	0.05900874	0.3706036	0.0004439135	0.277868	0.01002967
ENSG00000245694	ENSG00000115271	0.3975092	7.305769e-08	0.2308581	0.03247295	0.3020595	0.004960873
ENSG00000245694	ENSG00000100116	-0.06450474	0.4019209	-0.01093321	0.920416	-0.1491183	0.173174
ENSG00000245694	ENSG00000135968	0.3038763	5.333282e-05	0.1872411	0.08429397	0.3443517	0.001250694
ENSG00000251562	ENSG00000105607	-0.2982775	7.418212e-05	-0.2345587	0.02972	-0.2589292	0.01671923
ENSG00000245694	ENSG00000023909	0.1957633	0.01028673	0.2166013	0.04516304	0.04916382	0.6549999
ENSG00000251562	ENSG00000176928	0.4026127	4.787078e-08	0.07542891	0.4900386	0.1346269	0.2192885
ENSG00000251562	ENSG00000196505	0.3576374	1.56927e-06	0.1072006	0.3258906	0.3329809	0.001846631
ENSG00000268388	ENSG00000006007	0.1589273	0.03787403	0.3648424	0.0005528262	0.1972309	0.07040867
ENSG00000268388	ENSG00000135414	0.07096829	0.3563264	0.5952665	1.496676e-09	0.02750149	0.8027078
