lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000261824	ENSG00000102081	0.4007921	0.07177431	0.3563756	9.410843e-06
ENSG00000260464	ENSG00000102081	0.07846602	0.7353027	0.2775587	0.0006649917
ENSG00000236901	ENSG00000102081	-0.07783759	0.7373503	0.1342343	0.1050273
ENSG00000224032	ENSG00000102081	-0.3286455	0.1457833	0.0552988	0.5058919
ENSG00000258441	ENSG00000102081	0.2103654	0.360041	0.2682692	0.00101889
ENSG00000226950	ENSG00000102081	-0.08211396	0.7234511	-0.1725425	0.0366351
ENSG00000255857	ENSG00000102081	-0.2376721	0.2995406	0.1997448	0.01528317
ENSG00000227398	ENSG00000102081	0.1029422	0.6570157	0.2888704	0.0003875428
ENSG00000237149	ENSG00000102081	-0.03549231	0.8786078	-0.04986894	0.5486125
ENSG00000250802	ENSG00000102081	0.1433364	0.5353611	0.2909373	0.0003502727
ENSG00000214049	ENSG00000115414	0.388827	0.08150343	0.2478781	0.00246917
ENSG00000251562	ENSG00000115414	0.1573672	0.4957115	-0.02413495	0.7716901
ENSG00000249859	ENSG00000115414	0.03597231	0.876978	-0.07887152	0.3423241
ENSG00000245532	ENSG00000167363	-0.3648802	0.1038762	0.1287638	0.120106
ENSG00000245532	ENSG00000160097	-0.3438188	0.1269948	-0.1723874	0.03680685
ENSG00000182165	ENSG00000170345	-0.5094785	0.01831845	-0.01154263	0.8896423
ENSG00000233429	ENSG00000170345	0.6091745	0.003376712	0.1373567	0.09711223
ENSG00000224939	ENSG00000170345	-0.3112667	0.1696076	0.03655697	0.660232
ENSG00000253738	ENSG00000170345	-0.2855219	0.2096155	0.1908983	0.02055271
ENSG00000235823	ENSG00000170345	-0.4970186	0.02189388	0.1974694	0.01651159
ENSG00000255198	ENSG00000170345	-0.2731602	0.2308863	-0.05890067	0.4785406
ENSG00000226950	ENSG00000170345	-0.4287014	0.0524921	-0.05681873	0.4942518
ENSG00000247400	ENSG00000170345	-0.4086984	0.06584267	0.1645871	0.04636181
ENSG00000226950	ENSG00000075426	-0.5701263	0.006966605	-0.1669413	0.04328169
ENSG00000253738	ENSG00000075426	-0.2065643	0.3689845	0.3504352	1.353159e-05
ENSG00000245910	ENSG00000075426	-0.3873533	0.08276648	0.06075241	0.4647967
ENSG00000264575	ENSG00000075426	-0.5957698	0.004374089	0.06612884	0.4261503
ENSG00000236790	ENSG00000075426	0.2080563	0.365459	-0.06341179	0.4454442
ENSG00000259974	ENSG00000075426	-0.4214233	0.05708444	-0.08540577	0.3037003
ENSG00000152931	ENSG00000075426	-0.6001083	0.00402755	-0.01838623	0.8250637
ENSG00000235823	ENSG00000075426	-0.5745515	0.006445903	0.003003126	0.9712025
ENSG00000197989	ENSG00000075426	0.2055634	0.3713602	-0.0805369	0.3321969
ENSG00000255198	ENSG00000075426	-0.4461006	0.04266262	-0.1399268	0.09095794
ENSG00000175611	ENSG00000075426	-0.310422	0.1708299	0.08572062	0.3019146
ENSG00000233429	ENSG00000129514	-0.2437556	0.2869683	0.1781235	0.0308899
ENSG00000235984	ENSG00000129514	0.6067508	0.003541432	0.1549299	0.06096912
ENSG00000182586	ENSG00000129514	0.2540464	0.2664583	0.1024991	0.2166882
ENSG00000245910	ENSG00000129514	0.09655349	0.6771573	0.1238849	0.1349231
ENSG00000260583	ENSG00000129514	0.5736208	0.006552655	0.07441104	0.3703988
ENSG00000152931	ENSG00000129514	-0.02726319	0.906617	0.09849201	0.2352884
ENSG00000235823	ENSG00000129514	0.2530473	0.2684079	0.0610268	0.4627788
ENSG00000255794	ENSG00000129514	0.01804881	0.9381054	0.1128259	0.1736364
ENSG00000174680	ENSG00000129514	-0.1264364	0.5849798	-0.09902693	0.2327426
ENSG00000259974	ENSG00000129514	0.04175865	0.8573706	-0.001864828	0.9821155
ENSG00000231028	ENSG00000129514	0.1876576	0.4153173	0.06441825	0.4382405
ENSG00000182165	ENSG00000129514	0.2558416	0.2629778	0.06219884	0.454214
ENSG00000177640	ENSG00000129514	0.0104579	0.9641148	0.1589492	0.05448657
ENSG00000247092	ENSG00000125798	0.8959479	4.007276e-08	0.2579587	0.001608028
ENSG00000174365	ENSG00000125798	0.5105885	0.0180242	0.2705657	0.0009181565
ENSG00000215386	ENSG00000125798	-0.4197461	0.05818489	-0.2278085	0.005519539
ENSG00000245532	ENSG00000125798	-0.09905111	0.6692569	0.1174498	0.1565547
ENSG00000223806	ENSG00000125798	0.1247155	0.5901403	0.736736	2.040909e-26
ENSG00000203801	ENSG00000125798	-0.2377663	0.2993434	0.02623724	0.7524213
ENSG00000225470	ENSG00000125798	0.5092583	0.01837728	-0.01554374	0.8517702
ENSG00000224843	ENSG00000125798	0.3820866	0.08739938	0.09922029	0.2318272
ENSG00000254417	ENSG00000125798	-0.2240925	0.3287998	-0.06976087	0.4011279
ENSG00000231607	ENSG00000125798	0.4085887	0.06592237	0.04901763	0.5554668
ENSG00000259974	ENSG00000125798	0.9025855	2.200198e-08	0.7688711	5.888978e-30
ENSG00000185186	ENSG00000125798	-0.2736027	0.2301015	-0.05778083	0.4869576
ENSG00000251562	ENSG00000170122	0.2698594	0.2367956	0.04317358	0.6036035
ENSG00000259974	ENSG00000160973	0.07215365	0.7559465	-0.05609148	0.4998035
ENSG00000236790	ENSG00000160973	0.3583067	0.1107334	0.1337371	0.1063329
ENSG00000255794	ENSG00000160973	0.369166	0.0995755	0.1413528	0.08767954
ENSG00000233429	ENSG00000160973	-0.2096255	0.361772	-0.07727174	0.3522344
ENSG00000268388	ENSG00000164916	-0.1314423	0.5700795	0.1785894	0.03044695
ENSG00000175611	ENSG00000128573	0.06275829	0.7869676	0.259668	0.00149273
ENSG00000197989	ENSG00000128573	-0.4306133	0.05133414	-0.2346745	0.004222357
ENSG00000235823	ENSG00000128573	0.5970161	0.004272096	0.01262597	0.8793597
ENSG00000245694	ENSG00000100350	-0.3055999	0.1779238	-0.1198401	0.1482346
ENSG00000245532	ENSG00000160282	-0.01326785	0.9544814	-0.04334601	0.6021571
ENSG00000261824	ENSG00000089280	-0.2212859	0.3350519	0.183811	0.0258413
ENSG00000270659	ENSG00000089280	-0.163792	0.4780503	0.2430112	0.003019048
ENSG00000255750	ENSG00000089280	0.1096831	0.6360095	0.1974468	0.01652418
ENSG00000260329	ENSG00000089280	-0.2178239	0.3428603	0.06942451	0.4034078
ENSG00000232633	ENSG00000089280	0.1973273	0.391239	-0.03423708	0.6805743
ENSG00000175061	ENSG00000089280	0.1837721	0.4252138	0.1114246	0.1790756
ENSG00000260947	ENSG00000089280	-0.3080364	0.1743146	0.01326953	0.8732608
ENSG00000260083	ENSG00000089280	0.2388718	0.297035	0.364172	5.778011e-06
ENSG00000175611	ENSG00000089280	0.09331873	0.687438	0.1775299	0.03146212
ENSG00000260260	ENSG00000089280	0.2894131	0.2031991	0.03621531	0.6632128
ENSG00000260855	ENSG00000089280	-0.06430412	0.7818409	0.2977136	0.0002500875
ENSG00000260948	ENSG00000089280	0.07465558	0.7477442	0.3613741	6.893585e-06
ENSG00000249249	ENSG00000089280	0.2148392	0.3496768	0.1816616	0.02765946
ENSG00000214719	ENSG00000089280	-0.3249852	0.1505934	0.2849364	0.0004688003
ENSG00000267750	ENSG00000089280	-0.1071492	0.6438752	0.07842189	0.3450915
ENSG00000249464	ENSG00000089280	-0.2574982	0.2597919	0.1044425	0.2080541
ENSG00000270419	ENSG00000089280	0.2251311	0.326504	0.2868527	0.0004274334
ENSG00000269054	ENSG00000089280	-0.0491935	0.8322969	0.1845109	0.02527176
ENSG00000266934	ENSG00000089280	0.1207453	0.6021182	0.2707598	0.0009100752
ENSG00000174680	ENSG00000089280	-0.1127638	0.6264967	0.1128546	0.1735264
ENSG00000231856	ENSG00000089280	-0.1868904	0.4172615	0.1571628	0.05729378
ENSG00000232536	ENSG00000089280	0.2243795	0.3281644	0.3396901	2.562525e-05
ENSG00000167912	ENSG00000089280	0.3257101	0.149632	0.1316667	0.111908
ENSG00000247400	ENSG00000089280	-0.4995242	0.02113347	0.1313495	0.1127822
ENSG00000246582	ENSG00000089280	0.0525063	0.8211735	0.3559513	9.660502e-06
ENSG00000266933	ENSG00000089280	-0.1282393	0.5795941	0.1011056	0.223034
ENSG00000232533	ENSG00000089280	0.005213262	0.9821071	0.2712688	0.0008891944
ENSG00000248079	ENSG00000089280	0.0007186418	0.9975333	0.1390585	0.09300157
ENSG00000231119	ENSG00000089280	0.1094442	0.6367494	-0.03907844	0.638401
ENSG00000231527	ENSG00000089280	-0.0770866	0.7397995	-0.006119365	0.94136
ENSG00000175061	ENSG00000089280	0.1837721	0.4252138	0.1114246	0.1790756
ENSG00000259943	ENSG00000089280	0.1084556	0.6398152	0.4339957	3.983359e-08
ENSG00000258302	ENSG00000089280	-0.2963621	0.1920702	0.3289276	4.746506e-05
ENSG00000261342	ENSG00000089280	-0.1716233	0.4569585	0.1245739	0.1327497
ENSG00000260317	ENSG00000089280	0.3285442	0.1459149	0.1110607	0.1805086
ENSG00000266947	ENSG00000089280	-0.1287421	0.578096	0.3267609	5.358879e-05
ENSG00000251442	ENSG00000089280	-0.05085642	0.8267093	0.02907386	0.726664
ENSG00000260236	ENSG00000089280	0.08646724	0.7093876	0.3620515	6.606152e-06
ENSG00000224032	ENSG00000089280	0.02812623	0.9036739	0.3183195	8.523749e-05
ENSG00000267651	ENSG00000089280	-0.5091762	0.01839927	0.05432234	0.5134446
ENSG00000261840	ENSG00000089280	0.2883522	0.2049353	0.3234885	6.425644e-05
ENSG00000253738	ENSG00000089280	0.1652478	0.4740927	0.2865464	0.0004338118
ENSG00000226711	ENSG00000089280	-0.1801281	0.4346089	0.3466889	1.695087e-05
ENSG00000255545	ENSG00000089280	0.2902785	0.2017902	0.06318382	0.4470852
ENSG00000251179	ENSG00000089280	0.08244739	0.7223709	0.2624898	0.001318773
ENSG00000214770	ENSG00000089280	-0.3825485	0.08698557	0.3443183	1.95193e-05
ENSG00000257698	ENSG00000089280	-0.3460679	0.1243648	0.0808018	0.3306038
ENSG00000259826	ENSG00000089280	-0.05948561	0.7978491	0.3727966	3.318072e-06
ENSG00000263753	ENSG00000089280	-0.1529572	0.5080162	0.3017135	0.000204186
ENSG00000267321	ENSG00000089280	-0.1119828	0.6289029	0.113077	0.1726747
ENSG00000267801	ENSG00000089280	0.4225407	0.05636017	0.2649112	0.001184481
ENSG00000206417	ENSG00000089280	0.1254919	0.5878097	0.257133	0.001666581
ENSG00000225937	ENSG00000089280	0.0108418	0.9627984	0.1378457	0.09591649
ENSG00000232645	ENSG00000089280	-0.1642724	0.4767425	0.1213339	0.1432074
ENSG00000260838	ENSG00000089280	-0.06759034	0.7709714	0.05003119	0.5473109
ENSG00000226530	ENSG00000089280	-0.2521576	0.2701514	0.1225844	0.1390993
ENSG00000249695	ENSG00000089280	-0.3143195	0.1652401	0.03067926	0.7122188
ENSG00000234492	ENSG00000089280	-0.2439417	0.2865891	0.1364249	0.09942316
ENSG00000236901	ENSG00000089280	0.2550766	0.2644574	0.4224983	9.791905e-08
ENSG00000230002	ENSG00000089280	0.106752	0.6451116	0.2454352	0.002732697
ENSG00000227398	ENSG00000089280	-0.09472462	0.6829632	0.1736437	0.03543504
ENSG00000263731	ENSG00000089280	-0.3003572	0.185862	0.231044	0.004869474
ENSG00000235257	ENSG00000089280	0.2855512	0.2095667	0.1352419	0.1024195
ENSG00000197332	ENSG00000089280	-0.4154164	0.06110053	0.2041044	0.01315042
ENSG00000227630	ENSG00000089280	-0.2447517	0.2849415	0.06847854	0.409861
ENSG00000244968	ENSG00000089280	-0.06770317	0.770599	0.1096308	0.1862201
ENSG00000260331	ENSG00000089280	-0.001699548	0.9941664	0.4196775	1.214798e-07
ENSG00000233862	ENSG00000089280	-0.1278753	0.5806799	0.1041706	0.2092471
ENSG00000260296	ENSG00000089280	0.1596474	0.4894071	0.223541	0.006495042
ENSG00000230487	ENSG00000089280	-0.1706397	0.4595808	0.2179409	0.008006645
ENSG00000267080	ENSG00000089280	-0.2150916	0.3490973	0.469745	1.945169e-09
ENSG00000260625	ENSG00000089280	0.1909477	0.4070362	0.1807938	0.02842381
ENSG00000255794	ENSG00000089280	0.2868314	0.2074413	0.1795168	0.02958133
ENSG00000259920	ENSG00000089280	-0.1817907	0.4303088	0.2181078	0.007957408
ENSG00000235823	ENSG00000089280	-0.1919823	0.4044508	0.2340077	0.004335081
ENSG00000232043	ENSG00000089280	0.1271603	0.5828147	0.4149551	1.735229e-07
ENSG00000261123	ENSG00000089280	0.1653144	0.4739121	0.08155284	0.326114
ENSG00000267100	ENSG00000089280	-0.2866466	0.2077472	0.218749	0.007770854
ENSG00000267026	ENSG00000089280	0.3282886	0.1462475	0.2645889	0.001201604
ENSG00000269918	ENSG00000089280	0.01663256	0.9429542	0.2646395	0.001198897
ENSG00000258057	ENSG00000089280	-0.1417908	0.5398167	0.2553617	0.001798792
ENSG00000266962	ENSG00000089280	-0.2199724	0.3380019	0.2519454	0.002081051
ENSG00000250220	ENSG00000089280	0.1287144	0.5781786	0.3426775	2.15072e-05
ENSG00000257167	ENSG00000089280	-0.2371223	0.3006932	0.4214882	1.058019e-07
ENSG00000259345	ENSG00000089280	-0.02286585	0.9216301	0.03201171	0.7003065
ENSG00000170161	ENSG00000089280	-0.1887976	0.4124375	0.07969835	0.3372719
ENSG00000206195	ENSG00000089280	0.03431928	0.8825926	0.1685083	0.04132773
ENSG00000259985	ENSG00000089280	-0.001950958	0.9933035	0.02960053	0.7219143
ENSG00000179743	ENSG00000089280	0.1088315	0.6386487	0.2937634	0.0003046652
ENSG00000224023	ENSG00000089280	-0.07602839	0.7432547	0.1700782	0.03944496
ENSG00000263843	ENSG00000089280	-0.3760012	0.09298849	0.3025719	0.0001954158
ENSG00000250007	ENSG00000089280	-0.3799994	0.08928754	0.1509284	0.06803798
ENSG00000267011	ENSG00000089280	-0.04289497	0.8535293	0.2445072	0.002839289
ENSG00000231028	ENSG00000089280	0.2393174	0.2961076	0.04227055	0.6112042
ENSG00000270638	ENSG00000089280	0.1696961	0.4621039	0.1198361	0.1482479
ENSG00000261839	ENSG00000089280	0.03492931	0.88052	0.02591861	0.7553323
ENSG00000249684	ENSG00000089280	-0.1157625	0.6172917	0.04842741	0.560243
ENSG00000235823	ENSG00000089280	-0.1919823	0.4044508	0.2340077	0.004335081
ENSG00000260804	ENSG00000089280	-0.175618	0.446388	0.2137128	0.009346599
ENSG00000259959	ENSG00000089280	-0.3043904	0.1797342	0.3508768	1.317448e-05
ENSG00000253477	ENSG00000089280	0.1003022	0.6653119	0.1168851	0.1585704
ENSG00000248671	ENSG00000089280	0.1230166	0.5952534	0.4695128	1.985949e-09
ENSG00000260708	ENSG00000089280	0.2359552	0.303149	0.1769088	0.03207045
ENSG00000230417	ENSG00000089280	0.2980358	0.1894525	0.04057705	0.6255698
ENSG00000177640	ENSG00000089280	-0.3488541	0.121161	0.1741607	0.03488328
ENSG00000250988	ENSG00000089280	0.3365931	0.1357131	0.3844131	1.532188e-06
ENSG00000236234	ENSG00000089280	-0.1942873	0.3987235	0.168129	0.04179377
ENSG00000228084	ENSG00000089280	0.033792	0.8843847	0.06480744	0.4354728
ENSG00000251141	ENSG00000089280	0.07337187	0.7519495	0.2291018	0.005250919
ENSG00000244879	ENSG00000089280	0.1935606	0.4005244	0.4467332	1.413316e-08
ENSG00000261098	ENSG00000089280	-0.2212994	0.3350217	0.4140193	1.861069e-07
ENSG00000245910	ENSG00000089280	0.4709337	0.03117915	0.3675577	4.65629e-06
ENSG00000245105	ENSG00000089280	0.007929922	0.9727857	0.1580245	0.05592525
ENSG00000259498	ENSG00000089280	0.2835576	0.212905	0.10069	0.2249514
ENSG00000224914	ENSG00000089280	-0.06287597	0.786577	0.2525071	0.002032038
ENSG00000270964	ENSG00000089280	0.02884131	0.9012363	0.1340838	0.105421
ENSG00000261485	ENSG00000089280	0.08359745	0.7186487	0.3310626	4.207817e-05
ENSG00000237037	ENSG00000089280	0.1631226	0.4798755	0.3436122	2.035258e-05
ENSG00000245556	ENSG00000089280	-0.09769677	0.6735368	0.3198327	7.851206e-05
ENSG00000246662	ENSG00000089280	0.318722	0.1590798	0.09621021	0.2463665
ENSG00000224281	ENSG00000089280	-0.1106636	0.6329757	0.2237724	0.006438435
ENSG00000248859	ENSG00000089280	0.1788048	0.4380479	0.005484245	0.9474369
ENSG00000182165	ENSG00000089280	0.0476411	0.8375202	0.03355351	0.6866132
ENSG00000271147	ENSG00000089280	-0.3226215	0.153758	0.2262226	0.005865625
ENSG00000266368	ENSG00000089280	-0.09855228	0.6708321	0.1448606	0.08001589
ENSG00000233332	ENSG00000089280	0.2494177	0.2755656	0.00473885	0.9545728
ENSG00000256596	ENSG00000089280	-0.06474658	0.7803751	0.1923174	0.01961423
ENSG00000235100	ENSG00000089280	0.1309797	0.5714494	0.1620742	0.04984912
ENSG00000225439	ENSG00000089280	0.190546	0.4080423	-0.0008698476	0.9916572
ENSG00000227199	ENSG00000089280	-0.289774	0.2026108	0.3264342	5.457405e-05
ENSG00000260257	ENSG00000089280	0.07947291	0.7320256	0.2197804	0.007478878
ENSG00000261168	ENSG00000089280	0.1951933	0.3964848	0.242212	0.003119234
ENSG00000230091	ENSG00000089280	0.1265422	0.584663	0.1895214	0.02150004
ENSG00000264548	ENSG00000089280	0.1775465	0.441331	0.2616554	0.001368175
ENSG00000236404	ENSG00000089280	0.2393619	0.2960151	0.003458693	0.9668363
ENSG00000269893	ENSG00000089280	0.006767422	0.9767741	0.2305245	0.004968992
ENSG00000244459	ENSG00000089280	-0.04248925	0.8549005	0.1772108	0.03177339
ENSG00000246379	ENSG00000089280	0.07806609	0.7366056	0.1040782	0.2096538
ENSG00000231154	ENSG00000089280	-0.3077669	0.1747113	0.3537848	1.103584e-05
ENSG00000266490	ENSG00000089280	0.1010464	0.6629695	0.3180127	8.666516e-05
ENSG00000258056	ENSG00000089280	-0.2586089	0.2576695	0.2207997	0.007199928
ENSG00000197989	ENSG00000089280	0.4037291	0.06952577	0.4024284	4.353046e-07
ENSG00000257815	ENSG00000089280	0.1482049	0.5214388	0.2216442	0.006975862
ENSG00000261693	ENSG00000089280	-0.1980423	0.3894904	0.1675614	0.04249937
ENSG00000233006	ENSG00000089280	-0.1687302	0.4646937	0.1850974	0.02480281
ENSG00000260572	ENSG00000089280	0.1185652	0.608738	0.2271736	0.005655825
ENSG00000249207	ENSG00000089280	-0.07506384	0.7464083	0.3562027	9.511859e-06
ENSG00000251615	ENSG00000089280	-0.2857531	0.2092304	0.1636523	0.04763458
ENSG00000241990	ENSG00000089280	0.210714	0.3592272	-0.03484681	0.6752047
ENSG00000253738	ENSG00000089280	0.1652478	0.4740927	0.2865464	0.0004338118
ENSG00000258561	ENSG00000089280	-0.3207737	0.1562641	0.1657196	0.04485798
ENSG00000269609	ENSG00000089280	0.2636269	0.2482192	0.231596	0.004765683
ENSG00000250802	ENSG00000089280	-0.3127229	0.1675144	0.1626635	0.04901231
ENSG00000176840	ENSG00000089280	-0.03042569	0.8958385	0.0592287	0.47609
ENSG00000267649	ENSG00000089280	0.147241	0.5241816	0.2955406	0.0002788728
ENSG00000233429	ENSG00000089280	0.08296715	0.7206879	0.4673875	2.399673e-09
ENSG00000224046	ENSG00000089280	-0.3341018	0.1388151	0.02955186	0.7223527
ENSG00000267432	ENSG00000089280	0.1506479	0.5145181	0.1140546	0.1689683
ENSG00000226950	ENSG00000089280	-0.2649132	0.245833	-0.06475497	0.4358453
ENSG00000269473	ENSG00000089280	-0.4422798	0.04468776	0.1332399	0.1076516
ENSG00000256151	ENSG00000089280	-0.1165637	0.6148415	0.09732401	0.2409146
ENSG00000245573	ENSG00000089280	0.1130546	0.6256016	0.2603116	0.001451303
ENSG00000182586	ENSG00000089280	0.04309734	0.8528455	0.07639374	0.3577491
ENSG00000259031	ENSG00000089280	0.255561	0.26352	0.1821933	0.02719979
ENSG00000268912	ENSG00000089280	-0.1995957	0.3857058	0.1848446	0.02500405
ENSG00000244558	ENSG00000089280	-0.2087295	0.3638746	0.1194405	0.1496016
ENSG00000267498	ENSG00000089280	-0.206812	0.3683977	0.07213208	0.3852735
ENSG00000235072	ENSG00000089280	0.194705	0.3976904	0.327225	5.221777e-05
ENSG00000175147	ENSG00000089280	-0.08977873	0.6987499	0.1578208	0.05624634
ENSG00000237836	ENSG00000089280	0.1158642	0.6169806	0.3477234	1.593305e-05
ENSG00000243069	ENSG00000089280	0.2438527	0.2867704	0.04453033	0.5922638
ENSG00000247950	ENSG00000089280	0.01703937	0.9415612	0.3572666	8.90632e-06
ENSG00000259235	ENSG00000089280	0.1282856	0.5794563	0.02528836	0.7611003
ENSG00000253982	ENSG00000089280	0.03270599	0.8880775	0.2711573	0.0008937297
ENSG00000224090	ENSG00000089280	-0.1881977	0.4139517	0.155188	0.06053463
ENSG00000266916	ENSG00000089280	0.1099309	0.635242	0.004069801	0.9609809
ENSG00000255857	ENSG00000089280	-0.03890163	0.8670424	0.4190665	1.272539e-07
ENSG00000253741	ENSG00000089280	-0.2389201	0.2969344	0.1677228	0.04229782
ENSG00000224934	ENSG00000089280	0.1222438	0.5975855	0.3371579	2.968591e-05
ENSG00000237149	ENSG00000089280	-0.1857665	0.4201183	0.09862087	0.2346734
ENSG00000255198	ENSG00000089280	0.2752931	0.2271194	-0.007528427	0.9278904
ENSG00000261188	ENSG00000089280	0.08399849	0.7173522	0.295781	0.0002755429
ENSG00000226200	ENSG00000089280	0.1286223	0.5784529	0.3743503	2.997423e-06
ENSG00000240137	ENSG00000089280	0.2180767	0.3422865	0.3029761	0.0001914085
ENSG00000254528	ENSG00000089280	-0.4237737	0.05556908	-0.01132185	0.8917401
ENSG00000243083	ENSG00000089280	0.07955439	0.7317605	0.1731444	0.03597503
ENSG00000228203	ENSG00000089280	0.2136979	0.3523041	-0.01430311	0.8634813
ENSG00000188693	ENSG00000089280	-0.378877	0.09031532	0.1073569	0.1955738
ENSG00000255568	ENSG00000089280	0.08644404	0.7094623	0.215373	0.008798479
ENSG00000242808	ENSG00000089280	0.3511141	0.1186062	-0.03586936	0.6662363
ENSG00000258441	ENSG00000089280	-0.3513221	0.1183729	0.3325331	3.870765e-05
ENSG00000266256	ENSG00000089280	0.007418225	0.9745412	0.02407426	0.7722484
ENSG00000235027	ENSG00000089280	0.2100042	0.3608856	0.1846402	0.02516773
ENSG00000236790	ENSG00000089280	0.282413	0.2148376	0.2354202	0.004099421
ENSG00000269044	ENSG00000089280	0.1988098	0.3876179	0.3626625	6.356689e-06
ENSG00000267345	ENSG00000089280	0.1137044	0.6236035	0.1133439	0.1716569
ENSG00000204934	ENSG00000089280	-0.2028494	0.3778461	0.1151877	0.1647466
ENSG00000270681	ENSG00000089280	-0.3364043	0.1359464	0.1888204	0.02199667
ENSG00000261799	ENSG00000089280	-0.185369	0.4211312	0.08280968	0.3186885
ENSG00000238287	ENSG00000089280	0.2289003	0.3182525	0.2658143	0.00113768
ENSG00000268471	ENSG00000089280	0.1084491	0.6398352	0.3822265	1.7761e-06
ENSG00000260918	ENSG00000089280	-0.1459627	0.5278296	0.04483358	0.5897426
ENSG00000249898	ENSG00000089280	0.2909778	0.2006564	0.3474011	1.624377e-05
ENSG00000259974	ENSG00000089280	0.006451322	0.9778587	0.03006495	0.7177346
